Text,Class
"Вот немогу вспомнить..что я забыла..связанное что-то со школой,но не уроки.....ну у меня и память:-D",1
"@nevostruev_vb Попели, поплясали...",1
настроение слушать майкла джексона,0
Запустил обновление Ubuntu 9.10. пока н виртуальной машине. Оно уже сразу ругается на неподдерживаемые пакеты :-(,2
БЛЯТЬ ОРУ ОНА ЛУЧШАЯ А СЭРОЙ ДУНДУК https://t.co/xGU0yzQQgu,1
"совершаю самую дорогую покупку в своей жизни, которая впринципе мне не нужна и нужна одновременно. боже, я тупая.",2
"Программа Грегори Антимони ""Час интервью"" https://t.co/DWed2bwqAN",0
"Надо спать, сегодня день должен быть нормальным.
Спокойной ночи всем:)",1
RT @kovalyova_a: В Уругвае легализовали марихуану! Едем туда жить!)),1
@karkynovv я щас заплачу ЧЕСТНО😔😭🥺,2
"@glamily_s совет тебе,от доброй феи!что б знала) http://t.co/WYFnkmQGD6",1
"@saasukeeeee Хочу сдать тест на группу крови что бы с кем-нибудь совпало вхвхвххв
Интересно же",0
"@natashaaaaaaaas вопросом на вопрос?)аххаах
Я неплохо,а ты?)",1
"Заюш блять конечно искусственно выращивают
Но не все что искусственно выращивают хуевое блять",2
@tass_agency Не успел Трамп состарится как понял простую вещь.,0
Зарабатывайте 1% в сутки с Yobit InvestBox! Попробуйте сейчас! https://t.co/kT4ZwoFx6n,0
"Да...встала, чтобы пойти на 4, но так и не пошла( не успеваю( пойду на 5 пару(",2
@O7_yaga_blya_ru @RubinjPaseka Куда?,0
"А мне 

лично

нравится, как это выглядит.

Как письмо.

🥴🍷",1
"*Хорошие"" новости так и сыпятся, блин. Одна за другим. Похоже я сегодня ушла с единственного праздника который мог бы быть на новый год :(",2
ура историк снова ушел в рассказы о кладбищах 😗✌🏻😋,1
"вы получаете ночью от брата такой видос
ваша реакция https://t.co/AoF30kGoMp",0
@Begenchii Фейкеры... Сам Боронов кричал что мест полно...,2
пошли на свидание https://t.co/TyRf7Fh4c0,1
"хочу чипсы

#NCT #NCTDREAM #JISUNG",0
"@dom_ananasa Хорошо, я поняла
Прости",0
@dg8uwOMFYW8768 @marinakav_ @9tiMTV1q0qgVIsl @Nazlovragine Может он веткой ошибся?,0
@ulfurinn Роковые брюнеты со светлыми глазами и британским акцентом? :),1
"Завтра празднуем окончание сессии :) главное, сначала сдать лыжи :) ",1
@parkjoy_ok красотка😍😍😍,1
"Хочу научиться танцевать вальс так же,как наши любимые кадеты))) они нереально крутые)))",1
"меня бесит, что Сехун всегда пытается смотреть на камеру когда танцует %( не знаю почему, но меня это так напрягает",2
"@Other_ti_pidor Бля, я так сразу тоже подумал и купил бы 6 бутылок молока)",1
теперь у меня запрет на использование телефона по причине глаукома https://t.co/ukHRSrLzC7,0
"@Merlinka_ сюрприз :)
я просто люблю твои фики, всё заслуженно :*",1
@makoto_drive или есть категория людей которые хотят показаться интереснее что ли всех прочих а на деле ведут себя очень глупо =),1
"RT @gakidogulavy: Я снова онлайн :) Большое спасибо за это Билайну, и луч позора в Мегафон-Кавказ. Свободен на ст.м. Домодедовская. Кто хоч",1
RT @mybigyjysihi: да я понял 8( Остается только покупать смартнет и дрючить циску. На 880 сервис не должен быть дорогой.,2
"Из всего что тут происходило,я понял что мы все тут друг другу родственники 😂",1
Сегодня с @katya4katya нашли общие темы для разговора) Так приятно пообщаться с хорошим человеком :3 Добрые и общительные люди рядом! ^^,1
@kom2518 @zagibaigvozdi Просто используете не те методы.,0
хочу целоваться.....😭,2
"RT @fedoqetivyfu: Заказал себе книжку ""Основания языков программирования"" Митчелл ( читать.",2
"Мне срочно нужен кто-нибудь,кто будет приносить мне чай (пока я безвылазно учу английский)",0
"хочу посмотреть какой нибудь фигни, посоветуйте что нибудь :D",1
@main_kitty_ тогда держись там 😳,0
@fuckyeahmaps ХхахвХВХАХАХА ЧИТАЮ ЭТО ГОЛОСОМ НАШЕЙ РУСИЧКИ,1
"надо смотреть 5 серий:) и уже хорошее настроение от того,что там у них все хорошо:З #МОЛОДЕЖКА#ОЛЯАНТОН",1
"Сегодня на дороге хотел остановился, и врезать нагло подрезавшему меня дебилу. Папа успокоил. Откуда во мне столько агрессии? :(",2
"@LeComPaulJuve Ну, до последнего, положем, дойти не дадут, а остальное вполне... 🤔",0
@saharnaya_zhopa будем уповать на лучшее,1
"Ой, в Google себя нашёл!
😊👍 https://t.co/9sTmSa4bXm",1
@ankamakarova охохо) вот это оценка)  начинаю задумываться над реальным уровнем своих заслуг),1
@notursuperhuman Надеюсь мне приснитесь вы с Минхо 🥺🥺🥺,1
"@wheatyyyy со шрамами сейчас совсем просто,можно картинку нарисовать.",0
@zbruch_66 @A_Vit_ В каком виде испытание?,0
@verOnika_twt17 запиши какую нибудь подружку,0
мы с подружкой би лайк https://t.co/y7AoaMyYgm,0
Четвертая открыто игнорит меня,2
"@AnastasiaParkM1 Как хорошо, что меня нет на вашей улице 🐣",2
Как не чувствовать себя бесполезной,2
Этот взгляд в самую душу 🥵🥵🥵 https://t.co/UB3nyc74TI,1
"Хотел закупиться алкоголем, но на эти деньги заказал дуалшок. Доктор, мы меня теряем.",0
@NatashaChernika Все вышло неплохо,1
"А как волосы красить теперь, если краска профессиональная? ...а ногти у кого гелевые, как… https://t.co/Mi1tNwrNsG",0
"@tsargradtv А твоя блядь порода, в печёнке 1/6 суши сидит..... Твари ебаные!!!!",2
очень надеюсь что это фейк.....,0
@d1scoqueen Ааааа это так красиво 😍😍 у тебя очень приятный голос ❤,1
@Necusu1 СПС,0
"Эта первая машина, которую я купила на собственные бабосики ^^ Радости полные штаны :)",1
кто-нибудь спасите меня от ютьюба,2
@Laralisara я не скажу тебе результат как настоящий друг)))),1
@kinoravn скинь),0
"RT @kamexobocup: Какая то Новая Зеландия отлично проснята Гугл Стритом, а Европа местами. Это блин заговор англоговорящих... :(",2
Мой мем набрал 41 лайк😳💅,1
"12' Теперь можно сказать, что «Сибирь» проснулась и нащупала нити игры – мы в зоне соперника находимся все реже.",0
по-моему мой парень умер :( он не берет мои звонки и нигде не отвечает,2
"@Errrrrka15 Там и у женских, и у мужских персонажей броня не закрывает руки. Непрактичненько-с =)",1
По ТНТ идёт полицейская академия. Ностальгия :(,2
"сессия может и скоро, а настроение все равно праздничное!) http://t.co/AT6x0xTLDQ",1
@ya_rastenie Я ОЧЕНЬ ОЧЕНЬ СИЛЬНО ИСПУГАЛАСЬ,2
Кихира способна дать нашим бой на ЧМ. Что показал чемпионат «остального мира»,0
"Первый пошел! Почти угадал!
+1 https://t.co/UEe3HUjfZg",1
"сначала аниме пересмотрю, потом буду перечитывать мангу",0
"@VRSoloviev Владимир, скажите спасибо Медведеву за это! ))",1
"я в детстве:
- фу ненавижу розовый почему у меня его так много
я сейчас:
- ГДЕ МОИ РОЗОВЫЕ НОСОЧКИ?!?!!!!!????!?!!😒😤🙄😠🙄😒😟😭🙁😞",2
@iamnotafraidbch ХХХАХАХАХАХАХХАХАХВХХАХА ОБОЖАЮ АХХАХАХАХАХХАХАХВ,1
@Captainpiidoras @KirGoryacheff Даже его фамилия фонетически начинается с «би»,0
🤪я поделюсь своим складом фотох  #MinhyukIsWonhosJoy https://t.co/aAYUNWyDEQ,0
@yoongis_waifoo @mmoonchilld ЭмЭм лучшая,1
"я долгие годы задаю себе вопрос: что нужно сделать, чтобы стать интереснее?? ответа нет🗿✌️",0
@ebisbyhorse у блять я не филолог но готова отпиздить за такое,2
"ну вместо этого я просто залипал в твиттер одной классной девчонки, хуй знает",0
@GulyaAlmambet @ZepaSJ А можно фамилии долбаебов?,2
@ShinokiAreno @khudorozhkov @fairy_darya Мб потому те все делают по закону,0
"@_Summerhalder_ @usak1923 Блин Кирюха, наш язык как 2 пальца об асфальт разгадали, че делать будем?)",1
"@hyi_so_rta Всё сбудется, и 1 и 2😁😁😁",1
"девочки, найдите себе кого-то, кто будет смотреть на вас так же, как на меня смотрит филипп киркоров... https://t.co/Yw4FMjrQUw",1
"@Suga16645372 ясно, у Карины софт часы",0
@inhaleral Помянем 😟,0
"❤ Можете разгадать эту головоломку? Застряла, нужна помощь! :) #EnigmBox http://t.co/9LtXYwvEv0 http://t.co/MCasufgUm0",1
"Ипать,долбаная школа!Из-за неё я не пошла на днюху Аньчика(
Надо это исправить.",2
"А потом блять р-не будут говорить да чё ты обижаешься сама же ушла
Да ничего блять",2
@hunnys_ Хотелось бы увидеть 🥺💜💜💜,1
"Мои собираются на работу и меня разбудили,теперь заснуть не могу(",2
"Как можно сожалеть о том, что случайно от меня отписался? У тебя же наоборот был шанс:)",1
"RT @RozovayaPchelka: Все сейчас гуляют, а я дома сижу (",2
"RT @zulexavarynu: Скажи, жуйк, а есть ли в этих наших интернетах магазин типа DealExtreme, который торгует швейными машинками?  ;)",1
включила телевизор посмотреть олимпеаду ...увидела двух знакомых девок и рому :),1
@vzay123 @_semper__idem_ @xMObrzFK11nDDyE @tank8087 Ты уже прочитал мои рекомендации?,0
"Новый груз Альметьевск - ,семена, c 24.07.2020, https://t.co/NiM855cFOu",0
ещё одна грустная история из прошлого демона https://t.co/cuQE5b4w3x,0
"@Stiflers__mom @zapuskairaketu Я тоже фоткаю член без очков, мне же не 16 💁‍♂️",0
"Между прошлым и будущим: диалог поколений
Ант*х*йп и м*нет*чка г*ша р*бчинск*й",0
"@StanislavPanda я по ткани рисую, поэтому беру для ткани, не облупляется в стирке. А так всегда эксперементирую, что удобнее, против правил)",1
"@6JtC2BDVfN9OD1O Осторожней,котов надо беречь😁",1
— Секс? Только в рекреационных целях!,0
"@A_Kapustin Америкосы вывесили этот флаг в посольстве, другие вытерли этим флагом ноги. В чем проблемы, кто кому обязан ?",2
"@pornstar3826 @qivikiis ты ещё не знаешь, что Москва слезам не верит
но если ты заплачешь, я буду рядом, поверь мне",1
Настроение слушать грустные песни про дружбу и плакать,2
"RT @samegygamec: свете есть только один человек, которого надо по настоящему любить - это мама)* http://t.co/y2TLbLDUSb",1
RT @Luba_lebebeva: Я умею скучать по глазам и голосу отдельно от непосредственного обладателя :-),1
@EpE8upDdjvbfSFd конечно дам))!,1
"@spacelordrock Центр Славянска, Донецкая область, сейчас. https://t.co/tiwdZqQ0Ni",0
@cute_dolboeb я тоже надеюсь потому что в следующий раз когда я снова позвоню отцу чтобы он сходил в магазин он просто не ответит на звонок,0
"Как относишься к красным дням календаря? К праздникам,... — А, к праааздникам... :D как-как, праздную, вестимо. хдд http://t.co/diWYipHNL2",1
"Калашников скончался.

Покойся с миром, великий дедушка(",2
"Смотрел на звезды, лёжа на коленях любимого человека",1
"завтра в Селидовкую больницу
хочу,уже быстрей
пусть уже посмотрят мою челюсть
заебала щелкать
уже пол года как!(",2
Супер фото для всех от меня https://t.co/HB4FoSVUNH,0
"@Suka_Khvostatay Хорошо)))
Бывает",1
"@DearmurDaria учитывая что у меня негде елку в комнате разместить, то настроение не особо то и праздничное((",2
"Смешно! Сессия у них в 10 классе хаха посмотрю я на вас,когда правда будете готовиться к первой сессии:)а перед этим все зачеты сдавать)",1
"@_frugasm @dawwkly @justyulya Он там прям зашкаливает, сложно его в крови не заметить",2
"сходил на КВН, увидел одноклассников и учителей, понял как соскучился по школе, потом на катке повеселились, особенно Васняу и Кастрюля)",1
Воду в мультиварке кипятим🤩,0
пойду раздену кена,0
@woosungmydaddy 😭😭😭ОТСТАНЬ😭😭,2
@sm1lnbptnt хотелось бы,1
почему?( — Долго длится как всегда день с названием среда! http://t.co/OwNdmDkMG3,2
"ВНИМАНИЕ, РОЗЫГРЫШ! 22.08 - 14:00 КОРМИМ ГОЛУБЕЙ НА ПУШКИНСКОЙ И В ЦЕНТР... https://t.co/H84iGPYiJg через @YouTube",0
Сегодня контрольная в авто школе а я не готов:(,2
@wasabi_twt_ красотки должны держаться вместе,1
Лежу с апельсином как ненормальная. Хочу его съесть но думаю вдруг его хотели съесть родители......,0
@OhikoYami назло и в противовес делают что?,2
да что со мной сегодня не так? почему мне хочется разрыдаться?:(( https://t.co/fLRlKNy1vr,2
"Ой даа..забыла пожелать всем хорошей погодки.жду фоток,от тех кто будет сегодня гулять...)))
все!Ушла.. Пока,пока)",1
"Надо же ведь готовится к их свадьбе сейчас, потом времени совсем не будет:)))",1
@iamr4g31n54n17y Помню эта песня регулярно играла на нашем блоке на всю чисто приходишь с пар и такой о да,1
"итак время софтить тэхена
 https://t.co/H8wwf6IcEV",1
Так много не нужных людей в он-лайне...а нужных фиг дождёшся((,2
@cat_ded_mitay Тады дари любой!)),1
"@___amethyst_ вот да, хз какая ситуация конечно там, но бля все равно сидите уже на месте, нет..",2
@_DeNStA_ Фейк,0
"Я, несколько лет назад: ой, ну я бисексуалка, но парни кажется мне нравятся больше.....
Я, сейчас: 🍑🍑🍑 Д А М Ы 🍑🍑🍑 https://t.co/gFzvwh3IIo",0
@kwgkey А я за тебя ♥️,1
@chikaraomiru Но больше всех охуею я,2
RT @_Rock_Damn_: @Stoned1111 СУК. ХУЛИ ТЫ МЕНЯ ЗАРАЗИЛ ТА:D Я НИ ХОЧУ УМИРАТЬ АЛАЛАЛ,1
"Походу катя сильно обиделась и ненавидит меня, и даже перестала меня читать, ммм похуй :)",1
"""В каждом человеке живет палач. И как бы вы не были близки, как только ты дашь слабину, тут же попадешь под удар.""  Вот и начало книги)",1
"К обычно: скоро каникулы и праздники, а я простудилась. Еще дома отопление и горячую воду отключили :(",2
"закрыла две банки. 
впервые в жизни.
пока что держатся)",1
@kak_sdohnut @sashaagdb Понимаю,0
@yeap_kerry пальма пришёл?,0
"я один раз в школу пришла в тапочках мне так стыдно было , и это столько лет назад было ,а друзья до сих пор ржут(",2
"Хочу шо нить такое жареное, сочное, острое https://t.co/sS1z6pA32X",1
"не успела купить игрушку, как уже придумала на что буду копить дальше. 100 тыщ? уже кажется фигнёй.",1
"я надеюсь, что не поникну вновь столь скоротечно.",2
"RT @allons_y_tenth: @MarinaVermilion мало ли,что там говорят. Каждый спутник по-своему классный,а хэйтеры просто должны делать свое дело)",1
@hronahosino Обидно блин(,2
@jkdevilishlover ЯЯЯЯ БЛЯЯЯЯЯЯЯЯЯЯЯЯ,2
"заметила, что если я не пишу в там, чувство агрессии сдирает меня целиком и полностью((((",2
Внеочередное заседание Рады: Опубликована повестка дня https://t.co/DlCkkgU4lP https://t.co/zTufOcD8Kr,0
@kinthia_ @nina_moore_meow я исключение 😎исключения,0
"Испытала только что странное смущение, купив только что в магазине один только огурец",0
"RT @jetagowyxes: в нашем подъезде живет педофил((( решила, что как только куплю машину, то сразу же куплю бе",2
"Читаю А.Фадеева ""МОЛОДАЯ ГВАРДИЯ"". Очень интересная,хочу читать её,но боюсь.После каждой главы реву как сучка:(",2
Бранислав Иванович покинет «Зенит» по окончании текущего сезона,0
"Мужчина в самом расцвете сил. 
Звоните 😎 https://t.co/PzlWpLNLUv",1
Смотрю пресс конференцию и вижу реформу образования:(,2
@ihateege мне тоже интересно я раньше считала что ты доёна ультишь,0
"вспомнила, почему люблю красно-синий карандаш для набросков. 
кхм. https://t.co/6p5iNUm2ZH",0
"@krupenkov @CwREonBprlHt3Qs Вот этого у наших людях с избытком , можем гордится)) 
Только и умеем, что выживать, а жить так и не научились)",2
"НУ вот как всегда. Времени море, а я сижу и вместо полезного, фигней маюсь. Эх. Ленивая я задница(",2
"Я выпала из этого мира
https://t.co/ulicbWImra",2
Веселые каникулы. Кажется я хочу уже на работу( http://t.co/Ml5FuzUJx3,2
Вспоминаю лицей и вздрагиваюсь от вида этих книжечек https://t.co/pDDITnam6R,2
@kamrmnv Я напился и узнал что ты не сложный человек ибо я долбоеб,2
"я хочу лежать под одеялом,жрать и смотреть мультики.
но всегда,когда я сама смотрю что-то,мне не интересно или я засыпаю.
безысходность:(",2
"КАНЕШНА!!В классе никто нихуя не выучил,а спрашивают меня...я победитель :(",2
@hana_love_youu @wowvll Прости что спрашиваю но шарф это типо как флаг или...,0
"@ElenaRusskaia Надо своё хозяйство, в деревне легче прожить, если эта вакханалия не остановится, то будут КРАНТЫ у кого нет много бабла (",2
"@DariaKit7 ага, только продрал зёнки😬
хорошего дня) https://t.co/1w6UYUiwEx",1
"@mmmode_on Ахахахххахахахахах, ну Ермаков меня на биологии порадовал)",1
@14ld5 бляяяя чтоб их там грузовик переехал желательно насмерть,2
@gokuderpules немецкий ❤️,0
одна из персонажек комикса вздох чем я занимаюсь вместо раскадровок https://t.co/UO1etBjvke,0
@irenemakarova а мне все равно )) я собираюсь все матчи чемпионата мира смотреть)) а группа у нас слабая.,1
@oblomchik2017 Держись! У тебя всё будет норм,1
@Kn_yzKovbas ковбаса на деревьях растет?,0
а какой тип я? https://t.co/c0XNwBV0o1,0
как жить,2
"2 часа сдерживала себя от еды, блин, больше не могу(((((",2
"@Normandinoss @luckyfeodor , ахаха, в голосину заржал.",1
"Даже Давыдов признал,что наш ВУЗ ебанутый.Бальзам на душу,только толку нет)",1
очередная ужасная новость...бедные мальчики(((,2
"@franlovu хорошо, солнышко!🍑🍑🍑",1
"завтра иду в школу, и маму вообще не волнует, что у меня болит нога((",2
"Все болеют за топовые команды,а я болею за FlyToMoon😎
@FTM_dota2",1
"@yulyulk_y5 ну если так, то я по любому выше его пипец он крошечный",2
@markchmpn у вас лица одинаковые,0
"@odinspam да, ведь Беня не хочет пачкаться лично. Он предпочитает выделить какую-то сумму шавкам, которые ради этой суммы готовы на всё.",2
@alissies это кто ты,0
"Посмотрела гайд по прохождению нирваны.
Ну и нааахуууй, играть захотелось же(((((((((",2
"Не хочу наряжать елку. Вообще не хочу ничего делать к новому году. Все тоже самое, но только я теперь одна на НГ:(",2
@DohtorMD Да что там ворота ... https://t.co/YncKPm2Av6,0
"завтра приезжает моя кузина с двухлетней дочерью 
б л я т ь",2
@ibbanytviter @leo_leshij и мое хорошо С:,0
@rWxiihregngwb4q Такое оно🤷‍♂️😉,0
@ghhhe_221 да нахер они мне нужны я проще с анатомиком забатлюсь,0
Не угробить желудок: какие продукты нельзя есть в одном блюде https://t.co/LdDGVdRSJL via @Лиманская сторона,0
"@vang777 посмотрю, что да как ) Думаю купить, но для начала наверно надо почитать материал по теме. А то без знаний, можно и ошибок сделать",1
"Уррааа:3 
Написала городскую олимпиаду по биологии лучше всех, из старших классов!
Я горжусь собой)",1
Жду мужскую эстафету. В женской не повезло. Все надежды на парней( болеем за рашку!  #биатлон,2
Какой ещё нахуй хэлллуин а с февраля по июль это что по-вашему блять было?? Новый год нахуй??,2
@AINAZULKEN С весьма переменным успехом,0
@Graf_CbIP @shipovniks @kachtanyi Ох нихуя себе... Не видел эту фотку 😍,1
@kukummber Даа,0
@Samipustvalyat @GosDov Возможно. Я не интересовался.,0
когда эти люди возьмутся за головы? https://t.co/bOCXKl8sBa,2
"@ZOMBIE_PUTIN @Vityzeva тарасик, фу !!! безвиз застудишь",2
вывод такой в шнк это не то шоу где можно что-то иронично любить,0
@posokhoff есть! Статьи в инете со списком победителей не нашла. Пришлось сфотографировать запись в fb) http://t.co/yVOKwsFdEI,1
"RT @melanholl_keks: #15желаний
5. Хочу увидеть популярных твиттерских-Ловкова например:D",1
"@shubashush цэчжоу и пирожные с кофе очищают душу, доказано на опыте",1
четырехкомнатная квартира в историческом центре Одессы на ул.Нежинская/Дворянская            https://t.co/hZESoYSX7a https://t.co/a8ycbwyemU,0
@dimas_ruff Неть😍🥂,1
"@pixel_texel @heroin_witch О времена, о нравы!",2
"Я хочу питаться нормальной домашней едой, а не подгорелыми мною покупными блинами(",2
Теперь я хриплю шиплю и гроулю для полноты картины осталось только научиться харкать кровью,2
"@TrueBeatSkoy_25 Ъуъуъ, у меня четверти полторы вещей вещей либо матушкины, либо отданные))0)",0
"Попили чайку называется( Сделали чай, опоздали на урок, пришли с чашками, получили от училя, дала самостоятельную. Пока писали чай  остыл((",2
"@yarrrash Будет круто, наконец-то нормальный геймпад, ага",1
"@glacies_virgo Бля, на каком-то сайте было рпг по хф...",2
"Интересные публикации в рубрике ""Из фонда редких книг"" https://t.co/7kBmFn3roG https://t.co/N9ndX1Bhfb",0
@emptiiiiness рэира 😭😭😭 я тебя обожаю,1
@jamie__jay Возможно*,0
@Uctrizawtramwae @rengfas А на что обиделся то?,0
@joerogan Ну фиг знает,0
Причины провалов при движении| ГБО 4 поколение https://t.co/VHYDYR4LcX via @YouTube,2
Дилеры попросили Сергея Собянина разрешить работу столичных автосалонов https://t.co/Ke5pqFLkOs https://t.co/shZtn2g5Ha,0
"Заканчиваются новогодние каникулы.:(  очень не хочется в Москву. Радует только то, что очень скоро обратно. I ❤️ spb http://t.co/7UiKop4A6y",2
"@washout_21 я хотел засмущать, но вышло наоборот :((",0
"@95Mihaylova я даже не представляю, что в Волгограде может быть холодно) для меня это вечная жара :D 
Надеюсь, мы не станет лед.фигурами))",1
@Dredd_Director Упоротая дура!!!,2
"Если вы хотите что-бы я была к вам добра, подарите мне шоколадку)",1
"нас не взяли в Европа Парк только потому, что мы жуем жвачки на уроках :-)
сука :-)",1
все же Новый год я отмечаю в самой домашней хорошей обстановке с друзьмии. :),1
увидела видео где чонгук ест лапшу захотела дошик.............,1
"...Не хочу 14.02... все равно не с тем ""любимым"" буду отмечать  :((( ",2
Разговор Сергея Фургала с помощником Путина https://t.co/wlAmQmqstI через @YouTube,0
вот это подарок на нг от бантан,1
@Ibragei ты бы ее еще в середину стены смерти завел. Аккуратнее с барышнями надо)),1
"@mona_grin Был я в телеге у него,говнопоэт.",2
"Снова на аске два вопроса, и снова про то , какая я тварь. Даже ничего нового, не оригинально ведь(",2
@gogolovesme Как раз мечтаю о пирсинге😊,1
"Все выгнали меня спать, а я так и не доделала геометрию.
Сейчас бы любимого рядом..эх(",2
"@jean_loves_u Ничего, всё в порядке, ты не дурачок!!",1
Юрист Соловьев оценил возможность выделения семьям новых выплат на детей https://t.co/k2Q7wAkVNV,0
@anonasiks Это в приложении BIGO LIVE,0
"@Ya_Siyana не так важна стоимость вещи) главное,чтоб со вкусом",1
@josukeloveyou @rujjbastruggle А что кидать у меня только нюды,0
"Вот что получается, если не правильно выговаривать имена персонажей ГП :D http://t.co/8ljgzesv5F",1
@volhelmut а если не нравиться?,0
"еще так мало времени ,но так много поздравлений) Приятно ^^",1
@SwisssTalk @ljuka0312 Верите ли вы самой лживой суке расеянского пропагандонства??? Вы серьезно???? https://t.co/uUi7aMT4Mv,2
"RT @kot_lina: Я болею за команду КВН ""бой с ленью"", а вы? Удачи ребятки)",1
Листья березы #Природа #Якутия https://t.co/JCQUDJSFGh,0
"RT @21_Guuuns: когда я была маленькой,меня брали на коленки и пели
""блаблабла в ямку бух,раздавила сорок мух""
тип я жирный да(((",2
@fioletoviy_moh ну эй🥺,2
Как выглядит потомство кота с самым нестандартным окрасом https://t.co/9glhtsmUcS,0
@_Alice_Hudson_ какой страшный пессимизм,2
"девочки одумайтесь!!!
вместо випки можно купить себе бинокль может и потом пригодится",0
"Лента, хороших выходных вам, я ухожу :3 
Приду позже, не скучайте ;)",1
"@someone__new БЛЯТЬ, Я ПРООРАЛА С""ТЫ ВСТРЕЧАЕШЬСЯ С ДНЕВНИКОМ"":D ЭТО ОН МЕНЯ ДОЛЖЕН ОБРАТИТЬ Я ЖИ НИ О ЧЕМ НЕ ПОДОЗРЕВАЮЩАЯ ТП ЕЛЕНА ГИЛБЕРТ",1
"Пятница 13 не верю , но все идет не хорошо :( и все равно встречу пятницу с позитивная и хорошего настроя:3",2
"Да уж, ну прям новость... Том наверно в очереди за хлебом заскучал, и начал бредить об альбоме в 2014 году )))",1
"Смотрю видео Майкла Щура и смеюсь так, как еще никогда не смеялась )))",1
@hapukoer можно ссыль на что-то такое?,0
@onglichanin Твиттерский язык- о своих действиях дивы и мальчики должны писать в мужском роде :),1
Вот всегда когда меня обкорнают в парикмахерской такое ощущение что мне лет 15...даже не знаю как от него избавится(,2
Отправил смс своей бывшей. Хорошо что не женился на тебе. Иначе бы сейчас пришлось с такой дурой дома сидеть!,2
@Bipolyar_ochka_ @adri_satan_ Именно ;),0
"@KukuruzaLeon Круто, всегда чувствовала себя на 11",1
@sleepwithpunks потому что я заебалась бы уже стока бомбить с нихуя когда повода нет,2
Судьба человека — выпуск от 09.06.2020 https://t.co/R1rTYP7h2I,0
давно я такого отборного стекла не читала я очень стараюсь не плакать мне та ажаль,2
Ну что девочки снова привыкаем к статусу одиночки,2
@rep_mono_na_vek просыпаться так тяжко...,2
"""когда мы будем проходить за синими домами я упаду, а потом за углом какой нибудь мужичок стоит с девками. Ну не нашел человек хату :D""",1
"Синиша Михайлович стал почетным гражданином Болоньи.   

https://t.co/euL0EpWust",0
"МУДО — муниципальное учреждение дополнительного образования.
Какое название, такое и образование.",0
@VanessaMorskaya А разве есть смысл реагировать на откровенную глупость?),1
Все мы - совершенны. И все ситуации в нашей жизни - совершенны.,1
"@948haru а вот и неправда, я сейчас не только об этом аутфите говорю!!",0
Путинское послание в хактви прошло фактически незамеченным на фоне действительно важный и актуальных вопросов! :))),1
@fairlyviva Спасибо огромное🥰,1
Осталось дождаться соседского шурика. Ну ещё уровень не помешал бы чтобы ровно было а то же борщ будет проливаться если не ровно прикрутить,0
@bloodlnfectio АХАХАХАХА БЛЯТЬ.,2
@Vladimi42275956 ну не факт конечно,0
@j_in_j_in а какую ты хочешь 👁,0
@fluctus__maris вот ты запретил а они ведь не трогают... уже как 3 года... а для запада так ваще 4....,0
"Нафига я это делаю,НАФИГА?Меня ждет очередной чс,ну да,делать бессмысленные поступки это в моем стиле(",2
"Как Лондон и Вашингтон создали Третий рейх
https://t.co/tQ6KMOPbAd",0
И пошла .,0
УМЕРЛА https://t.co/ziOQPszFqT,2
@_hanniia_ А ещё Нельо. И все остальные братики. Но спасибо 🥺💗,1
Разводы совершаются на небесах . Оскар Уальд «как важно быть серьезным»,0
"Хочу себе длинный плащ, но с моим коротышесским ростом это будет выглядеть ужасно :(",2
@OhWooooow 64 гига что ли?,0
"Не нужно полагаться на труд других людей:) вы способны на лучшее, поверьте;) ps все-равно страшно было сдавать:D",1
@rarenight1 я тебя все равно люблю очень очень сильно поняла👊🏻👊🏻👊🏻,1
"@disap_pear_fuck АХАХ кстати оригинально он вообще по плечи был, однако вчера вечером я чёт такой «почему бы и нет»",0
Власти Чечни намерены привлечь туристов военными турами https://t.co/nZgygkMoSk,0
как всегда круто посидели на химии:) http://t.co/vzVReq7KWd,1
Блин а может мне ее пойти на работу?))) у меня всего лишь две пациентки нетяжелые и там есть кому о них позаботиться...ааа?? Аахах,1
"Ну вот , я как всегда не успею выспаться (( а так вообще день должен быть офигенный !!",2
@yugbambreakfast Я ТЕБЯ ПОНИМАЮ https://t.co/xjHLuVdbIC,0
А ещё на улице закончился дождь а это значит 😍работы на грядках 😍,1
@_kyotaa_ полностью согласна это очень уву уву,1
Goldman Sachs ожидает падения EBITDA нефтяных компаний РФ на 30% https://t.co/y8dhUNxdOC,0
@nominsoftbot Что такое чинча,0
@vaschepohuy ЭТО ТЫ УВЕРЯЮ ТЕБЯ ЭТО ТОЧНО ТЫ,0
@monsto13 @LjubovJung @Pravodumru @SkodInnA @lechiy13 @JutIgor @cnamepHaxep надо было на деньги играть - вот тогда азарт через край бьет :),1
"накипело уже, я не кайли дженнер чтобы оплачивать себе дополнительные гигабайты, но я все равно их покупаю потому что по-другому никак.....",2
@MatskoY программа закрепления населения на Дальнем Востоке в действии :),1
@marygeneralova Все таки за хер взялась?;),2
"Мне сегодня с утра Тимофей розочку подарил. Сказал, просто так, захотелось :-) Приятно!..",1
опять это то самое можно *********???????,2
"""@Solovei503: Если чувствуешь, что законы аморальны, то их надо нарушать."" хочу нарушать)",1
@prosto_Shizu Бытовуха 😃,0
"@J3EhcJjfgGsGQ83 @M_Borzykin При чем тут удар в лицо. Он не играл в мяч, умвшленный удар по ногам.",0
