Text,Class
"@dead_8th в юнах надо писать только правду,вот я и написал(",2
МОМОЧКА ТАКАЯ КРАСИВАЯ ЧУДЕСНАЯ 😭,1
"так тебе и надо,сволочь!осталась одна!вам давно уже со Шпаком расстать... — постараюсь не разочаровать тебя,аноним) http://t.co/GoZR01lEJM",1
@InchinVidovich это же его в честь хоккейного клуба назвали?,0
"""интересно, зашивала ли Лиз Тейлор носки Роберту Тейлору?""

до ""боль и слава"" добралась наконец-то",0
"RT @Sharikov39: Сегодня Всемирный день
футбола) с праздником меня)))",1
почему у меня болит правая ягодица......,2
"@dedzhenj Где-то вроде писали, что восьмиклассница - это та, что ушла после восьмого класса",0
Летел рейсом #Новосибирск - #Екатеринбург в приятной компании -  Фабио Мастранжело и Даниэла Скиллачи :) http://t.co/h8kbZXb9YA,1
"Ехала в Саранск,в маршруке замерзшие окна,мужчина лет 40 рисует рожицу:глаза,нос,рот.Я: ""Вы уши забыли"".
Нарисовал таки и уши:)",1
@myfirstmolly я даже не знаю что ответить но он там просто до невозможного хот,1
"надо еще ""близких друзей"" скачать.
Интересно же, что там с Джастином - Солнышкой:D",1
"напротив европейского стоят девушки, флагом машут. думал они из МАрии, а они из МАлины))) перепутал) #пиар #брэнды",1
RT @alesyapahomova: такое моральное удовлетворение:),1
"— Саш, в последний раз спрашиваю про подарок. Ты не передумал?  
— Нет! Я - взрослый мужчина, и мне точно нужен радиоуправляемый вертолет!))",1
"если всё получится с тренировками, то через 2 месяца скину плоский живот или ""до"" и ""после"" скриньте
появится мотивация",1
"@A9niBearn Ааа, ну тогда норм 😂",1
ВХХАХА ЭТО ТАК МИЛО https://t.co/tvf6OJfLr2,1
@cellular_bud Изжога,0
СО МНОЙ СИДИТ ТАКОЙ Я ПЫТАЮСЬ ЕГТ НОГУ УБРАТЬ БЯЛТЬ А ЕМУ ПОХУЙ,2
"@Uctrizawtramwae Ты хоть платье покажи, вдруг оно не достаточно красное для черного апельсина.",0
Чего бля? Что за хуйня?,2
ну в общем ужас https://t.co/cZemAlAxdB,2
@AKuznetsovLv @StirnaGun Например @sigulda_aizrauj,0
@Devastated_mind @__yasno Это где-то в районе российского тв?,0
пиздец https://t.co/b4RpxJfGZ1,2
"@glamgosquad АЙРО, не говори неправильно",0
"@mamenko @AlyonaFonya Понятно, теперь осталось выяснить как змея ссыт",0
"https://t.co/wxGr6BvBGp
САХАРНЫЙ ДИАБЕТ – ТИПЫ, ПРИЗНАКИ, ЛЕЧЕНИЕ
#Таврия",2
"Ой да лаадно, вот не пофиг ) не можем если мы эстраду петь , нам надо народные и чтоб в балахонах, тогда хоть 500 первых мест ахаха",1
@ondamrx Слово*,0
"@ZBuddist Ну да, 5к в день было",0
Лето закончилось.И снова мы появляемся в аське после обеда :( ,2
аня из 2016 заказывала разные милые штучки с синнамонроллом откладывая деньги со столовки https://t.co/nK64tiMPf8,0
"2 дня назад был день рождения Валерия Харламова. Ему исполнилось бы 66 лет;( Жаль, что российский хоккей потерял такого хоккеиста.",2
медленно делаю вот это с надеждой что получится не говно https://t.co/3e65tojnnc,1
ОХТЫЖБЛЯТЬ https://t.co/azoH6rMiEe,2
"Очередной юрфаковский треш!) Препод курит прямо в коридоре) видимо, он очень ценный сотрудник http://t.co/MUrMhvcKew",1
@ntvru Врёт как Путин.,2
@Vrklvch это во всем мире так,0
"@TryLa1a Я ищу её уже несколько лет, помогите!!!!!!!",0
"если бы они знали, что порнографические сайты я не посещаю.........)) https://t.co/0erWFzz67z",0
@Azlanetzzz что с МКАДа выгнали да? https://t.co/h7b7jIrsGm,2
"просто представьте этого Тэхена в этой его новой машине
#BTS @BTS_twt https://t.co/c4XRQKu9ia",0
"@tttconc Съешь со сметаной и так не будет казаться, ххх",0
"RT @navalny: Ох :( в Волгограде теракт. 13 погибших. Какой кошмар, ужасно",2
Хочу стать режиссёром:( Но я лох. Даже в твиттере не могу нормально писать,2
"На днях посетила оперу Беллини.
Скажу честно время потрачено не зря https://t.co/R54TYLGY6t",1
@lminkun Все ок😏,1
однажды мне не приснилось как я словила истерику перерастающую в какой-то ебанный психоз и вселенная схлопнулась,2
@lights_mk Эт что?,0
@aiiishite @bmlpls ПОНИМАЮ !1!1!1!1!,0
@stylishasshole сектор блядский цирк на барабане https://t.co/50uI7mZdvg,2
"зачем я тогда бросил тебя:(((
ты идеал:(
я люблю тебя сука..! http://t.co/gxLfcbQLkW",2
"Информация о техногенных пожарах, произошедших на территории Алданаского района https://t.co/XhbAgiJrTs",0
@Plane38rus @sdamorgendo А в чем проблема? Вторая строчка типа поётся от имени другого человека,0
"Всеем утра :)
Я сейчас на алгебре... На 4-5 уроках пишем мониторинг по метопредметным связям..
Пожелайте мне удачи с:",1
"Как высплюсь,зайдуу .
Прочитаю ленту...
И по любимым груууппаам)",1
"@Vodoleys Я чета не поняла, ты не хочешь дописывать потому что он тебе так нравится?0_о",0
"@9_manaysimply В стране все зашибись,можно и потанцевать же",1
Блять обожаю когда люди выносят свой негатив на всех и при этом считают что к ним должны нормально относится 😒,2
ВАЖНО СУКА,2
"@PsykerO1477 Вы английский изучаете? )) Forget it - хороший был монолог героя Джонни Деппа в ""Донни Браско""",1
"@belamova Балабу давно под суд

За март 2017 еще ответить",2
Всегда готов поделиться мудрым советом! https://t.co/U55uaTGHxF,1
@MarchDok Перешел на удаленку),1
"@aish_yal солнышко, я не знаю, что случилось, но в любом случае посылаю тебе поддержку и любовь💗крепись, малышка🥺 https://t.co/VHGW6gobUM",1
дохуя почти 30 Гб,2
Линта хай и вот зачем я пошла сег в школу??((,2
Отложенная роботизация. В США подвели итоги тестирования роботизированных боевых платформ https://t.co/hgHsdQHCvz,0
"@yoonyoonyi кек, при том что я выше большинства знакомых. но рядом с МХ была бы самой миниатюрной",0
"@chado_kiberlayf забудь, я просто дура",2
@vingukkie Т9 наверное исправил,0
@alexevs77 Это закон равновесия 😁,0
@pffferner ещё круче жить в мире с https://t.co/CGtGkkntFb,1
"@wtfisgoingonE В том то и дело, что продолбала деньги, но не поехала",2
"@vodkaofsuga ок, где?",0
ПОЧЕМУ Я ЭТО БЛЯТЬ НЕ ВИДЕЛ Я ТАК РЖУhttps://t.co/6KSMdOKySQ,1
"В ленте обсуждают размеры сисек и скидывают порнуху...
А мне еще было стыдно, когда я написала, что на фото сиськи Поузи отбрасывают тень :D",1
а я просто ебанутая поэтому так реагирую на него,2
"более чем на 20% снизился транзит газа через Польшу. Запуск «Турецкого потока», официально состоявшийся 8 января, не меняет общей картины:",0
@LionDomestic такие красивые пружинки!,1
@yoozoomy плачу((,2
"@cosmototaren @Obliter Дело не в том, что видео пиздец. Дело в том, что ситуация с пытками пиздец.",2
@Horizonlessss мне тебя жалко. Я сегодня первый раз вышла на улицу за последнюю неделю. Я была таааааак счастлива морозу и снегу ^_^,1
@HKrassenstein @realDonaldTrump Хотите Байдена кабалиста????? Он педофил! Есть доказательства!,2
"Я знаю, что заслуживаю лучшего.
Но все равно. Не могу.",2
Еще две нашивочки от  @koshasaa  нашли свое место) https://t.co/nrYMKRRLif,1
RT @bogestvenno: @Rina_Flowers где превосходная игра героев там всегда искренние слёзы тех кто смотрит),1
"@_Sektor_ Я в истории очень плоха, но эта дата отчего-то врезалась.)",1
"Я безумно хочу побыстрее нарядить елку,  украсить весь дом нарядными вещичками^^И в конце то концов поесть оливье:D ;)",1
"RT @Podslyshano: Сплю на трёх подушках и укрываюсь двумя одеялами. А всё потому, что кровать огромная, а спать на ней не с кем :((.",2
Я сегодня в 16.15 могу выдвигаться с работы домой! Осталось 40 минут сидения в жуйке :D,1
"в Питере +5 сегодня, а в субботу я туда привезу холод( баста, телепузики..зима дошла",2
"@konoplevaliza Я понимаю что они китайские,но напряжение даёт вилка в которую вставляется шнур,от нее и зависит время зарядки)",1
"Че прикольно..
Спела песню.
А вот она (песня) ведь и ни её.
И так всегда...
Сукам везёт.
https://t.co/9lGteMoerT",2
@tameyourdem0ns Буду рада :3,1
Ночь или день?,0
@kjkuska @mayzerlin ОН МЁРТВ УЖЕ ОЧЕНЬ ДАВНО,2
@Sernend4 А штаны благодарения не пойдут?) https://t.co/CmvVG6wOPe,0
"@Alexey_Pushkov Это предсмертные судороги
Выбрасывают все что хранили, последняя попытка хоть чем то блеснуть крутизной",2
@NatalieB1952 а кто сегодня идёт во власть из идейных соображений?))),1
"Вот это клип @Bushido78 на 10 минут. Надо же та ненавидеть конкурента)
http://t.co/AFHm8o6azB",1
теперь до понедельника можно дома сидеть)) ну это образно:D,1
"@ebanyta9 А ты пешком :), много красивых городов посмотришь...",1
"Смотрел на звезды, лёжа на коленях любимого человека",1
@Silentpier1 А..... Я на 140 серии 2 сезона........ Какая рука.....,0
"Завтра уже будет все намного лучше... лучше чем сегодня.. 
ничего не хочется писать... Я разочарован в этом человеке(((  Спокойной ночи.",2
@bolnoyoven блин ты крутая ахах,1
"@Semionych @grafffilllio @daf1b7e0f63b487 Тупорылые уебаны не знают , кто участвовал и победил в ВОВ,  а Вы про градус наклона? 🤣🤣🤣",2
@convexte @ZalgoIncarnate @Nickro666 Кто?,0
"@antifreezenko @Ibragei хм, а ведь великолепный способ расстаться с девушкой) ""да, дорогая, это самое безопасное место на площадке""",1
Я не могу я ща умру https://t.co/08m8YEZQ7Z,2
"Джимма Моррисона с днём рождения, а остальных с добрым утром))",1
@weeay2 Ох... Балдею,1
"@twintwinTT хочу но,,, у нас в беларуси это почти невозможно сделать без назначения врача а особенно в маленьком городе",2
Очень хочу спааать........... Но сестра попросила не спать без неё! Держусь изо всех сил :-),1
"Достала из закромов родины книжечку по Java. Меня мучает совесть, мне требуется научиться кодить =)",1
@La_kakai_ca_ca ПОНИМАЮ.,0
"А вообще я в началке была тихушницой и всегда плакала :с меня обижали. Хотя нет, меня не обижали, но мне казалось, что обижали :DDDDD",1
Мне тоже так кажется https://t.co/kQbcKfMh7R,0
"@LudmilaRusas если бы ты закончила есть рис раньше, у меня не было бы этого шанса, сделать мир чуть лучше;)",1
@kom2518 @zagibaigvozdi Просто используете не те методы.,0
"в России много крутых команд и отдельных танцоров, которые крутятся где то там, слишком далеко от нашей республики..
что то мне обидно;(",2
@dreamssssssseva Я его не сфоткала просто,0
"@ungAiPthznYQsqT @m_for_mixacb Не, к сожалению, это врач из Беларуси",0
"#АндрейМакаревич #ДеньРождения Не стоит прогибаться под изменчивый мир... Пока не меркнет свет, пока горит свеча... СПАСИБО)))",1
@ringoloid Необычный старт,0
@n4z4rOFF Как хочешь…,0
"если бы мы жили в Америке, то совместные домашние задания не довели бы нас до добра :D провокации, вот где вы, когда так нужны?",1
"@1Azizka а у меня только история и философия автомат, больше в принципе автоматов не ставят тут(",2
@PupuIre лучше милого,0
"@__chat_noir___ Успел, молодец",1
@undeadpeach1028 у меня нет столько нервов 😄🙌,2
@KoshavilM Просто паскудно ржу 😅,1
"RT @F1Popov: И госпиталь в Гренобле, и менеджер Шуми Сабина Кем подтверждают: состояние чемпиона ""критическое"", Михаэль в коме... :-((",2
"на молодежном ЧМ по хоккею наши в полуфинале проиграли шведам 1:2 :( ну что ж, будем бороться за бронзу:(",2
Свет дали👌 Живём,1
узнали? это я каждый раз когда выпью больше литра пива https://t.co/Cewhs1FOLQ,0
"Адвокат Ефремова признался, что текст видеообращения написал он: Текст для видеообращения… https://t.co/iPLOhRYPWj",0
"Эмоинформатика: жадный алгоритм, алгоритм грубой силы...жестокий, жестокий мир ((((((999девядь. Если выпадет на экзамене,",2
Пришло бабло. Отдала все долги. Официально жду следующей степухи.,1
@lucky_unicorn я всегда сначала думаю о том : кожа это или нет ? а тут что-то из головы вылетело. эти кажись кожаные ((((99,2
@Sweety_Jinny_ Такая красивая 💕🐾,1
"мой город, для тебя столица",0
"Проверяла свою почту, и оказалось,что меня с др поздравила любовь моего детства!живу опять в детских мечтаниях о том,как стану его женой:)",1
"@Skuratov69 Позор власти, не оказывающей поддержку артистам!",2
"Здесь можно прочитать новый роман Сергея Лукьяненко ""Порог"". Рекомендую!

#Лукьяненко #фантастика #книга

https://t.co/eHJcfajLio",0
"знаешь, это было бы элементарным проявлением заботы, если бы ты сообщил, что тебя вечером не будет... администрация ваша крайне не любезна:(",2
Он вернётся,1
"Напоминаю: пока последнему коммибумеру принудительно не отрубят к ебене матери интернет, великую Россию нам никак не  построить.",2
Сегодня ходили к бабуле в гости)) Позже пришла кресная и Иришка)),1
@shumagenn 🥺👉👈это приятно,1
Да я просто драма квин,2
@pip_51 Гродно,0
маффин серьёзно думает что если она нападет на меня и исцарапает руку то уйдет безнаказанной,2
"на улице снежок*
пусть и моя улица обитает любимыми хулиганами и не любимыми чурками 
но все же когда зима,красота зашкаливает:)",1
"По-моему самое лучшее, что  я сделала в жизни так это то, что влюбилась в танцы и книги)",1
"Ох,что же будет перед ЕГЭ..именно в ту ночь перед ЕГЭ,наверно вообще не усну((( Это ЕГЭ всю психику и нервы подрывают.",2
"Говорят, что в Новосибирске акции оппозиции происходят весело   Это гут :)",1
"Необходимо пресекать любые попытки разрушения со стороны.

Это я так, сама себе напоминаю.",0
@_Fashington @Fake_MIDRF не слышу никаких криков только ропот о новых лишениях и изощренных методах отъема денег и будущего,2
Немного о футболе) Кубок Испании. «Реал» сыграл вничью с «Олимпиком де Хатива»  #спорт #футбол,1
"Уход за лицом обновленный  La mer, guerlain, lancome)",1
@GoodOldEkans нет,0
"Оу ееес я переписала эстетику. Осталось всего лишь сделать 7 заданий.
А я уже не важно себя чувствую, дурацкая болезнь. Хочу быть здоровой:(",2
@omg_sotae По ебалу как дам,2
"после этого культ похода ужасно гудят ноги...)
за то мы отлично поговорили по-душам))",1
@spidozniksyka менталка),0
он личрали назвал их клоунами 😌,2
Только что опубликовано видео https://t.co/pAyLZ2VPQS,0
"@finanzru Последний путинский кризис.Если заговорили,то дефолт
будет точно.",2
@_puppy_cherry_ @ahaha_fuk Меня не позовут(,2
"Нет, я всего на пять минут задержался :) Оказывается, когда время ухода домой находится под угрозой, моя работоспособност",1
информация для размышления в блевниках только что играли фостер зе пипл @insultzhopi,0
@SZoldberg Ощутил пинок под жопу,2
@xygiveyoucandy дабы дальше заставлять тебя страдать),2
"в этой четверти я сильно скатилась... если в 1-й была одна тройка, то нынче их где-то 5 или 6... пздц, конечно(((",2
при этом я абсолютно не ебу хватит ли мне ресурса когда-нибудь ее начать и довести до умаааа,2
@Hecate_kami лежит-отлёживается в папочке с рисовашками :),0
@finanzru Иначе так и останутся с зарплатой в 20к вместо 21к! Бездельники ху*вы!☝🏻,2
@tinyyatinyy у меня на юпе чанбин или чан?😔,0
@b1nnix завтра все равно читмилю потому что бухаем да я особо и не сдерживалк себя от всего остального всю неделю,0
@llmaestroll Он много чего обещал,2
@SwisssTalk @ljuka0312 Верите ли вы самой лживой суке расеянского пропагандонства??? Вы серьезно???? https://t.co/uUi7aMT4Mv,2
@di_mi_ni_ Ты уже наш френд🥴🥰🤫🤩,1
@mmsb_13 @lena_multi привееет https://t.co/f9dRSyp0qI,1
Настроение оказаться в чистилище https://t.co/1EB509rBLZ,2
"Мужчины: скинь нюдс,пазязя
Мой мужчина: скинь фото наших детей, пожалуйста",0
RT @VictoryRadch: Я не хочу ругаться с близкими мне людьми!),1
"@seijurolf Не понял
Ты как узнала....

*водолеи самые уживчивые*",0
@Shanechka__ так быстро как-будто недавно только 17 исполнилось и вот уже!,1
"бля второй час дня а я только добрался до нужного дашборда, понедельники тяжело (и привет корпорации гугл как же ты меня достала)",2
"@ValSierra69 А потом люди удивляются,  что за пятна на стенах. Оказывается, это слизь от пезд.",2
@zmeyPlyskin @bmxPIuvw13MxTQo Его расстреляли по приказу Сталина. Вот доказательства: https://t.co/RabYTA86Jx,2
"@horannialldf блин, я живу в Москве, у меня не продают, что за?!?
Я не знаю как отправлять деньги:( поэтому я лучше в магазе закажу",2
"@storozhyk @Izuminka_nasty ты всегда ржешь когда у меня пиздец!)
Изюм, глянь на мене, і успокойся:))",1
"@Coffee_my_life Хз , не встречал таких.",0
"я давно так не хотела продолжить смотреть сериал и давно так мало отвлекалась на смартфон, как во время просмотра devs",0
"@Reagan_Right Не изнасилован, а обращён в католицизм",2
А если это мегаполис еще и как Гонконг. Такое ощущение что наша Россия живет в 1980 года по гонконгскому календарю. Это грустно(,2
Мне интересно Бу когда-нибудь повзрослеет,0
@OiFeLExx не запятуй на меня,2
Сказка на ночь... https://t.co/Ln3HVRBosw,0
"@MEL_DUCKnytaya @AbeSetAFire @krisanetda @lyakogdaspat а с мальчиком тем что??
без папы и мамы......",0
"@rianru Да ладно? А до этого ,это была загадка ....",0
"Сейчас блинчики делать пойду))
🥞",1
@Arseny_Petrov Второе дерби подряд уже играют похуистически,2
"Когда мы в вк слушаем музыку - мы получаем двойную дозу наркотика. Привет, наркоманы))",1
"@tvrain вывод: карьера до замглавы АП - хуета, ищите неработающую тещу",2
"@dw_russian ну пусть показывает силу, потом поедет в Ростов",0
"@Snezh_AD посмотри"" человеческая многоножка"" подними настроение))сидим угараем)",1
@Alexey_Pushkov Причом тут вобще США ?,0
@nik_khavronenko Спокойно,0
камбе дайске блять козерог ну какой водолей вы его вообще видели,2
"Ненавижу этот ебаный неутолимый голод перед месячными 
Сука",2
@ooshhhp даже если кольца почему на разных руках.,0
"@vyonjik ничего,я её так разъебу завтра на контроше😏",1
а еще..теперь игра крокодил определяет умный ты человек или нет),1
"Когда мне говорят радоваться жизни, каждой мелочи, солнцу там, вкусной еде и тэдэ...хочется встать, уйти и добавить в пожизненный бан.",2
45 до #нюдсочетверг  и я стреляю в шашлык вместе с @vldnmrk https://t.co/twnGRvx2DB,0
бабушка начала пользоваться ватсапом и теперь шлет мне вот такие внимание ТИКТОКИ https://t.co/h2q9ibsDpa,1
"Это странно,но... Я хочу в школу! Ребята,я по вам соскучилась :( Дома так душно,одиноко и...и кот царапается.
Вот зараза,полруки рассек •_•",2
@zlayachihua Сучька сучька королева,2
@tamiichao умоляю 😂😂😂😂,1
@Dr_Alice_Woods Конфеты со вкусом виски🥃 помогут?,0
"#OnePiece

Без понятия, кто автор, но это божественно https://t.co/LwHt0xiQpR",1
"Как я уже устала от всей этой атмосферы. И самое главное, что кроме Риты - высказаться почти некому:((((",2
она полчаса втирала что это гугл диск,0
"Ольга Ивановна - замечательный человек! Все объяснит, покажет, поможет, исправит, да еще и чайком напоит и поговорит по душам:)",1
@staynewluv ЗНАЮ,0
"@poteryashka2007 @IvanPrakop А чего там читать-то, это же не треды Брауна или Ясперс",0
@yourfirstlovee1 мой кстати такой https://t.co/h79MgTRxff,0
"Путин и Эрдоган открывают не газопровод, а новую архитектуру Ближнего Востока https://t.co/ES0dVcnNQW",0
ппц и в беларуси теперь есть я в шоках,0
"@Kazaryan1986 @KadadjSilver @allav15 А можете скинуть текст? Хотя, чего это я, вам надо на слово верить.",0
"Стих учить и 10 билетов по истории (
#безысходность",2
Вторая часть Голодных игр шикарна))) Два с половиной часа того стоят))),1
Сладеньких снов всем кто увидит этот твит💫💙💫💙💫💙,1
"Ну мы с Лизой вообще самые трезвые были мне даже не дало в голову хотя мы 3,5л на 7 человек выпили",0
ДИНАМИТ ДЕТКА СПАСИБО ТЫ ЛУЧШАЯ ГОСПОДИ,1
@advertissimo бабы шапки в помещении не снимают...тока мужики свои ушанки в рукав суют !,2
"Вчера наткнулся на сайт, на котором информацию взяли с нашего :)  /  / Приятно понимать, что начинаю задавать тенденции на своем рынке.",1
на всех мью мира : https://t.co/LMVtygD8uU,0
@girIlinred я буквально тоже?????????,0
@mintwonie Чта,0
@hystericallin они очень и очень милые😭💔,1
"@I_Kond @cat_opinionated Так вы, тем самым, ущемляете свободу ведения бизнеса🤷‍♂️

Или это только работет с Трампом?",2
@HromadskeUA Забирай свои игрушки и не писяй в мой горшок.,2
Сынмин — Тамара https://t.co/JJtj22lS9l,0
@__Spock_ Ложись дальше спать),1
"@kinokoyani не знаю, я не понял :( То ли подзывал куда-то, то ли медаль продать хотел. Может, и подарить, но я немного сомневаюсь.",2
"https://t.co/nPioWc1bhB
Krona Park II получил звание «Выбор года»!",1
Встретила одноклассницу. Она седня последний экзамен сдала. Но и у нее их три всего. Зависть :(,2
"Что-то весь вечер ощущение, будто лицо горит, голова тяжёлая и всё такое, но градусник показывает лишь 36,4°. https://t.co/0s4c3bMk3E",0
"@yaebusspau он фиолетово-синий, я попрошу ☝️🤣",1
блин родители приехали =-=,2
Тогда я выбирала между профессиональным спортом и тусовками с долбаебами,0
@PoklonskayaNV Телеграмм же заблокирован в России,0
"@belka_nh надо, но зачем?",0
"Человек может написать красивые слова о любви.
но самое красивое в любви, 
не слова.
а отношение",1
"@yescking Не знаю, почему тогда все Фатуи и большинство обычных жителей-нпс нарушают?🤔",0
"Почему умирают реально достойные люди, а я живу свою никчемную жизнь и всех заебываю тем что хочу сдохнуть",2
@your1st_m забей хуй,2
"Ура! Мной завершено задание ""Любимец горожан"" в игре Big Business HD для iPad!  #ipad #gameinsight #ipadgames",0
БЛЯ АХХПХАХХПХ https://t.co/AzjKhdz3uq,2
@ann_by Соболев,0
от дашиной щёчки пахнет клубникой,1
Пять месторождений «Укргаздобычи» истощены более чем на 80% https://t.co/8jXxhHWPtU https://t.co/2iXUIBnS1k,2
ЯЯЯЯ чувствую это все и правда я так люблю эти запахи... https://t.co/ZHr8TAfxWW,1
"@TashiruyaMeiji, http://t.co/RQAMKQ6LUd
вот.
надеюсь, скоротаешь время не так уныло :(",2
"@so_evil_nastya не всегда, в ""Отбросах"" он был самым последним из изначальной компании:D",1
@Angie_Enzorry @simonoff_112 @SKazachka Костры и со скалы это было прекрасное время,1
RT @klyushina_yulya: Сегодня наши родители на концерте  @AlexChumakoff в Воронеже:) Приятного вам @Alfgala и @nata_klyushina:) http://t.co/…,1
@bipodiss хвала богу има вас,1
@alex_potapov73 @interfaxua Русский! Иди домой! Тут водки нет!,2
В моих снах даже Мориарти паникует.,0
"Все же, какое гавно это наше самое, самое образование! :(",2
@senya_parovozov Уютненько,1
"@Mr_AMV Угу. Причем,если бы не стриминговых сервисы, то может бы и пережили, а так вообще тяжело будет",2
RT @KRo_OL: #Снаступающимтвиттерский @Kotvina73 и не забывай про нашу шоколадную встречу в новом году С: http://t.co/kq3JFxPXzu,2
@_crack_of_dawn_ А потом курочка разозлилась и пожарила тебя?,0
@kuroosun .. на пиздец,2
"“Будущее принадлежит тем, кто верит в красоту своей мечты”. Элеонора Рузвельт)))",1
Среди финалистов @StudentGoda в направлениях Журналист и СМИ года 6 ребят из пресс-центра Лиги),1
"ок, поменяла мнение https://t.co/si8w3wjaSH",0
Почему мне так везет??? Перелом смещается!!! До 10 января сидеть дома!!! Отличный нг чувствую будет ((((,2
что происходит когда я перемешиваю плейлист: https://t.co/AzPAkPl8bh,0
"два дня подряд жду всякую хрень,и ощущаю полную апатию((( всё впадлуууууу....",2
@jebcrbjhjw1team нет я урод,2
стоп а улитки это же просто слизни с раковиной...?,0
@vassural Молодцы кубинцы. А мы их в 90ых предали.,1
@Romantik_0578 @AZDYPCAhVzb5q21 Мне вообще такое нельзя показывать,0
Рассказывает о статиситике  во Дворце бракосочетания на 01 декабря 2013г от прошлого года произошло увеличение разводов почти на 300!!!!:-(,2
"@0Lexia0 нееет, я не хочу других этим грузить:) я сама в силах разгрести это, просто нервы уже сдают:D",1
@jeonbabyx да мне больше всего обородни нравятся,0
RT @woxysubykyg: нас дома анархия.Задницу от компа оторвал-место потерял:D http://t.co/edtdETbRj7 У,1
"7 июня в России - ""день поцелуев"" ...)а у меня днюха)",1
@jesses20534374 просто ам 😗,0
Заксобрание Краснодарского края решило бороться с ГМО ((,2
"Лента,вы спать пошла? Или все от моих фоток умерли? :(",2
"Врачи столкнулись с проблемой при лечении Порошенко
https://t.co/aRqSb4STuk",0
я сегодня весь день рыдаю,2
@Pak_JinHo @Wizard_Severus Ты неправа. Категорически осуждаю твою позицию.,2
"Мама там работает, а я жрать хочу. 
Сижу, жду, пока она освободится :D",1
6. Группа поддержки хинаты https://t.co/Ow9n8jzvxm,0
один из твитов кстати про синхронизацию ВЫ ТУТ ВСЕ ССИНХРОНИЗИРОВАЛИСЬ,0
Настроение испортилось уже с самого утра (,2
"Грань между тем, что ты хотел и что вывозил",0
@hewenttuntuntun @Sorry__Sight ура давай да давааай,1
"Выложила рисунок и первой моей мыслью через минуту было ""бля, я через телефон не проверила""",2
"Аналит геометрия 5 автоматом, матан, начерт и инфа ждут меня в январе:(",2
"Жуйк, я собирался завтра пригласить тян на свидание, но мне сказали, что хотят завтра видеть меня на работе с 12 до 18 =(",2
@back_dead19 Из майнкрафта,0
"@kyrier66 ""бабочка"" 😉",0
@greentea_18_ тогда бегу!,0
Продам дом 50кв.м  на участке 25соток в ст.Мингрельская ЦЕНА 1570т.р. https://t.co/S0NOlAyJB8,0
@myboytae Флиртую или коварная,0
"Я не спала всю ночь.

Мои глаза забыли как видеть, но я все еще держусь.",2
"@SyliPolina апххааааа!я до дома вообще-то пытаюсь добраться)
Тут такая история.....",1
Сейчас подумала о том что где-то в мире наверняка есть больной ублюдок который ест гречку с майонезом https://t.co/hWwz7HW4px,0
"блять, сегодня на работу выходить",2
@VRSoloviev Скукочища! Я через час выключил! Такое ощущение поменяли сразу режиссёра и сценариста!(,2
"Мой рост 156 см 
Что вам нужно сделать чтобы поцеловать меня? https://t.co/Q6dCVbNmRE",0
Причины провалов при движении| ГБО 4 поколение https://t.co/VHYDYR4LcX via @YouTube,2
поймала эту страшную!!она такая фууу #AnimalCrossing #ACNH #NintendoSwitch #animalcrossingnewhorizon #newhorizon https://t.co/vhrdT8aa0k,2
@_yienshit это правда школа 2013,0
бля лю карину давно я так не смеялась нахуй,1
11:11 я еду домой и потом никуда не надо:) мне нравится этот день:),1
"Я фотошопом добавила маленькую пичку Йеджи в свою домашку
Я это так отправлю училке 🤌🏻 https://t.co/zShdIKuwfR",0
@HannahHalliwel 😍😍 рада быть полезной!,1
так хочу себе морскую свинку или кролика(((,1
"@sshskpn Кто ты, если на тебя даже гнойный подписан? С ним затусуй лол",2
"Нашла во дворах отличные качели. Можно повспоминать о том, какой же прекрасной у меня юность. Не хочу стареть никогда.",1
"@StenRostov Собак, да кто же в России будет тратить?! Ни удовольствия, ни впечатлений!..))) @igorzhe @Alekzzzzz",1
"@hamunaptraaa Блять, и не говори 🤬",2
"у меня по техническим шоколадкам не получилось прийти на химию, буду решать судоку",0
"@bitchmytime у меня уже есть в заметках
хотя я оттуда ничего не выполнила кроме одного 🧐",0
"Но, все те кто в меня не верил пойдут (тут матное слово, но я не матерюсь сами поняли куда)...",2
ладно я в спам,2
@arssifit Обещаю,0
"sm&amp;gt; напомни, как называется: фотка, вокруг черная рамка, а внизу - надпись?
au&amp;gt; некролог?
sm&amp;gt; не.. (
au&amp;gt; демотиватор?
sm&amp;gt; ДА!",2
@maxim_nm враньё,2
@_zefir_ka_ что,0
"@SchweigerdtAlex @SERG__ROTENBERG И сбежать нельзя!!! Вот сволочи, не пускают потенциального заразчика среди людей погулять.",2
@ZlatkaBushka 2 дня под впечатлением от него была) сильный фильм),1
"Хамелеон интерактивный
https://t.co/jo2vpmdnPa",0
"@anikin2010 @sportsru владелИц? Не знаю, честное слово) знаю только, что государству принадлежит менее 40% акций, да и это ничего не значит)",1
@RatohnhakeKenwa Идеально 🌚👌,1
"Жизни верь, она ведь учит лучше всяких книг. https://t.co/H1oYWeC3FE",0
@lyipuksmb тогда ты знаешь что делать,0
Чем заняться на самоизоляции: готовим пластиковые окна к летнему сезону https://t.co/GRibpJXJh8 https://t.co/QKJCZb1lAT,0
"мне посоветовали клип троя сивана на песню ""heaven"" иду смотреть!!!!",0
