Text,Class
"@Dima__Krilov @MrMaaay @MercUSSR Не переживай, таких мало...их голос тоньше писка.",0
моя эстетика синс 2010 это залесть в крупный сенен по которому контента жопой жуй и найти нахуй никому не упавшего персонажа и стэнить его,0
ТВИТТЕР ХВАТИТ ЖРАТЬ КАЧЕСТВО ЁБ ТВОЮ НАЛЕВО,0
самая большая ложь в моей жизни это то что быть гумом легко,0
@greesimin доигрались...,0
А я вот шучу шучу а прикиньте меня возьмут и отчислят мама расстроится пиздец(((,0
@kwisdl если честно даже я ахуела,0
"@lab_mouse_ Нет-нет, все хорошо, не переживай :&gt;",1
@Dmitriy62248938 Что эта дебильная рожа в Москве делает?,0
@nina_moore_meow . БЛЯ,0
твиттер невероятный потому что вы меня невероятно уже заебали,0
"Если честно, то это отвратительно",0
"В среду забрали Окс с дачи, на этом праздники закончились))",1
@Azlanetzzz что с МКАДа выгнали да? https://t.co/h7b7jIrsGm,0
@zashtobliat Мне обязательно нужно ради этого умереть?,0
Никогда не идите работать почтальоном если не готовы похоронить свои ноги,0
"""об"" 
Так вообще можно писать",0
"@OrangeDi Нее,я хочу )",0
@lazy_bun_ ну ну вообще что за беспредел,0
"Он реально как бумер разговаривает...
Обито тебе нормально? https://t.co/xySlq9ckTA",0
@YahooolsMariya Графика зачёт! 👍🏻 Можно еще через https://t.co/Ih80eJh6Sy,1
"Хватит своих странных чёрных пости, заебали!!!!! Насилие человека , поораждает его!!! А не его цвет кожи, собаки , заебали",0
"@KuroiReiu ЛАДНО ПРИЗНАЮ

ТОГДА ТРЕТЬЯ МИРОВАЯ ВОЙНА БУДЕТ АХАХ",0
"@annyshkkaa ну я говорила да, что сначала боялась тебя потому что ты ежик, а сейчас люблю тебя пиздец",1
КЛАСННАЯ ЛЕНТА ДУШЕВНАЯ ТАКАЯ )))) https://t.co/yNmGSktdiJ,1
"Малинки, Малинки
Такие вечеринки~
#TXTatSOBA2020 @TXT_members https://t.co/AVM2tPP6sE",1
я шипперю эмбер с ***** 😅,1
@lasvegas2day @Novosilicon @x_r_90 @tema5190 Уехать в германию и искать жигулевское по русским магазинам. Есть такие кадры.🤷‍♂️,0
"@wylsacom @yandexmaps наконец то работает, заколебало",0
"@Negligent_King Нет, тайной должны были остаться варианты)",1
я умираю облжаю эту песнб,1
@has_slie выздоравливай солнце!! 💖,1
"@kwonhva Я уже всех задолбала с любовью к SVT, но я могу говорить о них вечно, бро 🤝
Особенно о Вону и его прекрасном пупочке",1
"А еще у меня сетчатка стала тоньше, и возможно нужно будет делать операцию 🙃",0
это буквально я каждый раз когда читаю твиты наполненные любви моих мьюч их биасам https://t.co/p9T6ZhC048,1
"@this_is_my_sand Я доверяю Джайро, Фуго и Полнареффу, так что да 💖",1
Хочется узнать почему Шото так нравится эта лапша,1
@honeynevermind надеюсь ален :(❤,1
"@UrMox Я вот теперь думаю, это ты такая старая(а ты не выглядишь так), или купюры",0
"@Mertvagos Простите, вы сами пишете пол синяки, а потом говорите что это не показатель",0
хорикоши сказал что скоро закончит бнха но я не получила еще ни одной нормальной арки хоть какой нибудь персонажки.....сайленс.......,0
"Бля, зачем это делать??? Нахуя фотошопть тело Джексона к Чонгуку? https://t.co/Fm2sLcWxBL",0
"Дети в подвале играли в ковид.
Дворник чипирован был и привит.",0
"@youreintrap Вводить, буб",1
"@ramp_toad @slayersky Скоро начнёт уникальные добавки жрать, потом пресс накачает, закончится всё на одиниксбет.",0
"@MaryKruStay тоже ничего не понимаю
всё это так запутано :(",0
"Ростуризм: Во втором этапе программы кешбэка участвуют 1,5 млн предложений https://t.co/EodLIBfH08",1
@kotsuri_000 всм блять зачем,0
"@CKBEPHOCKOT Пожалуйста, отдохни 🥺",0
"@young_goddes_ @monkikicastles Вы меня смущаете, щёчки краснеют",1
"К концу карантина я буду материться так, что быдло с моего района будут говорить ""Фу, как некультурно"".",0
@NATSUMATSURl фнаф более чем живой я сидела в фд в прошлом году там дохуя активных артерок!!!,0
я нахуя это делала вопрос https://t.co/lqyJQuxuKA,0
Уххххххххх как на меня сорвался мужик,0
"@zuikova_tanya @kpru Болеет он вроде, слышал у него рак(",0
"Он не выложил это публично, у него взломали телефон. Зачем он снимает и хранит такое, я не понимаю) но это его дело",0
Спасибо репу что живой!,1
"@__chat_noir___ Успел, молодец",1
"@Prosto_Pro не согласна, мои коллеги шароебились и заболели",0
"Мы с мамой смиренно пытались заснуть 40 минут
А потом всё равно взяли телефоны",1
"@Tatianandrevna Расстрелять! 
И. В. Стаалин",0
"Онлайн - конкурс ""Путь к Победе""
Подведены итоги вопроса №5. https://t.co/jvEB5K5yT6",1
@plastrich Одним,1
кушать было плохой идеей.. мне снова плохо.,0
"Я все... неужели.

Мне очень не нравится итог, но факт, что отсняла школьное AU в компании не может не радовать 🥺💔 https://t.co/ibTxhvq3Qe",1
@sitovskaya Ты ж моя зая 🙂,1
@reptocow Что насчет Ясенево?)))0),1
"Откопал случайно купленные бабушкой пластыри с Холодным сердцем
Теперь каждый день выбираю: я сегодня Анна, Эльза или Олаф?",1
клип красивый пипе и девочки тоже но песняя^___^,1
@axstr0 Соболезную https://t.co/pM9npo9dUd,0
@ulatkachka Ох поздравляю молодчинка,1
"Я ебу её, как будто не пытаюсь её бросить.",0
@zhekCTFgF7OuYTS @alegza1412 Обращайся!!!!!,1
"однажды я услышал ""талант не пропьешь"" и принял это за вызов судя по всему",1
@v_tretyakov По себе судите?,0
Песков призвал повесить путина. Повесить - лайк. НА КОЛ - ретвит! https://t.co/iVYhO0OS62,0
@Marsiyanka228 да очень боюсь он банит выборочно и это ужасно,0
"Так зомбята ,знаете что вам скажу
ВЫ ВСЕ ПРОСТО КРАСАВЧИКИ И 1000000% КОМУ-ТО ДОРОГИ!!! 
И вы должны это помнить и ниииикогда не забывать))💝",1
"@spinaza500 С любовью, Виктор",1
блятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблять,0
"@rraattiie с дистанционкой он вряд ли будет хорошим но тебе тоже, спасибо &lt;3",1
@ALien_Bang0314 как такие люди вообще могут называть себя фанатами...,0
@alex4_mike @Anri__Tina @galamm11 А российская вата - это кто?,1
"@alkokosha пора привыкать что 11 класс это не взрослые дяди и тети, а это БЛИН Я!!!!!!!! КАК ЭТО ПРОИЗОШЛО Я НЕ П О Н Я Л А",0
@GraniTweet Зелёных человечков и побольше. А то может прийти страшное НАТО и съесть всех белорусов.,0
я не успела заказать новые масочки и умывалки ну с у к а,0
@spacelordrock Что ссыкло обосрасавшееся на унитазы базар переводиш?,0
"Мы все разные, у нас разные интересы, разные судьбы, но всех нас объединяет то, что мы - граждане России. https://t.co/cghrbio7bo",1
@marygeneralova Все таки за хер взялась?;),0
@saerlv принцесса!!,1
@evlgyu потому что тебе нужно поспать арина 😠😠😠😠😠,0
"@v_tretyakov Естественно!  У дураков нет личного небоскрёба  ""TRUMP "".",0
В МСК снимают все ограничения. Кафе и фитнес вернётся к жизни 16го.,1
Чувствую себя крысой подопытной в лаборатории 🗿,0
"Не могу поверить, что мои же друзья создали анти-конфу для меня",0
бля реально оч красиво................и эта тема с куклами и ваще вс,1
@no_vasse Я НЕ МОГУ БОЛЬШЕ КОММЕНТИРОВАТЬ Я УМЕРЛА,0
@morisskaa он с каждым годом всё прекраснее и прекраснее🤧,1
@Lovesnipersoul Скитник ❤️,1
"Начинаю уже 3 сезон смотреть мастеров секса и я не понимаю как я еще не выключила это нахуй, столько раз порывалась",0
ВСЁ. НИКАКИХ ПАУКОВ. https://t.co/ltogAOcSjN,0
"Пиздец конечно...
Игра называется найди ошибку https://t.co/RwWMR9JntX",0
"Пожалуйста взломайте мир, я хочу умереть.",0
@meduzaproject _#вп тупoe аблезлое ботексное xyйлo идинaxyй из крыма вaлинaxyй пaгaнaя шлюxa ленинградская кoнчeнaя пpoблядь eвpeйcкaя_1_,0
@slyhedge Знай - Йожики живучие!  Все будет хорошо!,1
@Murrrk3 Не ну если чо ты знаешь я как бы твоя фанатка все дела (и я хочу работать стилистом в см),1
"@LenaWatermello не успел сказать тебе да
пошел я нахуй тогда",0
обожаю то как каждый раз когда мы смотрим чето с аминой мы такие соу... хау кэн ви мэйк зис эбаут наруто ✨,1
@montaeSpringDay да :(,0
у нас нихуя.                             а у нас хуи. https://t.co/EKru7qjjG1,0
"@_alces_ Длина всё ещё пугающая, цвет всё ещё прекрасный🍀",1
"Сначала родители портят тебе психику, а потом отказываются оплачивать психотерапевта",0
@poroshenko Над тобой уже люди смеються,0
"@Flowerevil16 Помогать с ребенком 😭😭 то есть ты меня бросаешь и оставляешь матерью одиночкой, да, понятно 😭😭😭",0
@__kkly ну что я просто очень люблю ци жуна и се ляня 😭😭,1
2 или 4?,1
@meowmeowice Вся суть моих видео чтобы вызвать эмоции при просмотре..😔💔,0
"Я вчера всех целовала, пыталась свести Алину с Мишей 😂😂 доебала таксиста🙃🙃 ну вроде отдых удался",1
Я пересмотрел свои фотки чтоб официально заявить что у меня отвратительное ебало,0
"Ходят слухи что если стримить новый клип мамаму то найдёшь под подушкой 100к долларов 🥺🥺🥺

https://t.co/UGzS86TBG9",1
@sunf10ver Лучше бы дрочила,0
нет блин минус https://t.co/GpxEvK4821,0
"@LapitaMama ок
что за тест я просила тебя пройти? ты бы поняла, о чем я спрашиваю, если бы слушала то, что пропустила",0
"как же
в доме
ж а р к о 

настроение выйти на улицу и часа два бля посидеть там, проветриться",1
"@Vityzeva Просто люди стали более ответственными, да и маски с перчатками перестали быть дефицитом!",1
Опять твиттер ебанвй не работает,0
@Scarlett_1508 Весну приманиваешь?😀😀,1
@pakuloveyou доброе утро💖💖❤️❤️🥺🥺🥺,1
@ChildEver фор похудеть,0
"@zaynmali5w Ору 😂
Ну спасибо, ля",1
@timogen888 @daf1b7e0f63b487 @PA3BPATHOE Понеслась ✊️😀,1
Сегодня живём..,1
"В Иркутской области экс-глава села обвиняется в мухлеже со своей премией #новости,#Бурятия https://t.co/4LtYns48Zo",0
"@Ajbolit_Genesis Я против первого твита
Не ебать ты сказочник а ебать ты исключительный 
Что поделать сказоный синоним исключитеного",0
@pankkotya я ужасная поэтому и извиняюсь бля я заслужила можешь не прощать я пойму!!!!!!!!!!!!!!!!!! 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺,0
@chikaraomiru Но больше всех охуею я,0
Опять курю в шесть утра))),1
"Не плоди зло, и без тебя есть кому это делать https://t.co/9ojL1wYjYX",0
"@cskmvlr я знала. ну типа каждый год мы определяем эту хуйню в магазинах, ибо мама только сладкий хочет, водянистые ей не нужны.",0
"@On_lemus Если удалил, то я тебе прислала ""такой страницы нет."" А это снесли. Меня. ))) https://t.co/GOW8jaxUY3",0
грустно и хочется кофе,0
Джузо мне нравиться всё больше и больше https://t.co/pCTCO4BLMq,1
@Missed_ вот это плейлист!,1
@v_tretyakov Из 6 законов делаем вывод? Демократия = дерьмократия? Или как?,0
"@blshvch_ ваша чумачечая с гагарина 5 выставила ее за 4150, а Ошара стоит за 3600. они ипанутые, ну серьёзно? срывать сделки ради чего??",0
вывод такой в шнк это не то шоу где можно что-то иронично любить,1
@sleep_in_socks хорошо вик я рада это знать,1
"@great_knee У меня до лет 16 было
Дальше стало неинтересно и фантазия на приключения закончилась, честно говоря ""х)",1
"Это был худший день моей не менее ужасной жизни 
Вхвхвв
Один из ВСЕХ⚰",0
ПРОСТО БЛЯТЬ ЧТО ЗА ХУЙНЯ ПРОИСХОДИТ В ЭТОМ СЕЗОНЕ,0
"@Olyushka7677 Значит, уже ворованный. А говорите о честности.",0
"@bbh_13 Оуф, крутой тред! 
Но хотелось бы и продолжения &lt;3",1
@ramemori фу мы говорим о цукишиме как о еде,0
@uli_chh умерла,0
@_Oleg___983_ У моей тоже есть. Сидит без работы и денег.,0
"@strmhnd Ну за это бан я вряд ли получу, но я знаю, как могу! (Пойду хуесосить так любимых феназепамками Соласа)",0
Вику Дайнеко посадили в клетку,0
@_queenoftears_ вот и я тоже 😔😔😔,0
@Avdotia_Astr @dimsmirnov175 Поднять архив？про мишутку,1
@raduga02963571 ЖЕНИТЬСЯ,1
Юля Салконская. Война!!! https://t.co/NJIr8bQKeJ,0
"@i_run_away__ Я в 15 лет его читала, очень много причём😂",1
"@SIDsUnderPlanet Дааааа
Буду колбасу на оливье крошить хд",1
где ты?,1
@somniixx ни за что. именно из-за них у меня сейчас пиздец с психикой и характером,0
@TiO_twt @_245ugh @bybilumtybltt @bitch_twtt ну теперь ты все поняла)) молодец 🤲🏻💕💘,1
@yoongs_min_oo блииин у кого есть это видео?,1
@spritenyoongi капец заревела,0
@pimin_ugh И тебя с Рождеством,1
надо загрузить лабу а он упал,0
"@markassus закрой им глаза, рано ещё видеть такое",0
"@subcatus @soul_rouge Больные ублюдки.
Хотя, я ничего не имею против, просто четыре сыра лучше. о,о",0
"Альбом ещё не вышел а у меня уже отвал всего 
🔥",1
мне больно смотреть на свою руку,0
"89🌙
Ты красиво рисуешь :)) 
Интересный аккаунт, и я снова ахуеваю с кол-во твитов... Очень милая, удачи тебе во всем ~",1
@netovetz Ей не стыдно? Пляски и песни остались в прошлом - люди выживают. Пусть заткнется!,0
@shoshkina_a Я хочу в колледж уже😩,0
@_Alice_Hudson_ какой страшный пессимизм,0
@snob_project Нарышкин?он же клоун,0
Мы нарядили ёлку!!! https://t.co/XwxqZT50n1,1
"@xcomnospam1 Я буду голосовать ""ЗА"". Хуже не будет, что касаемо лучше, время покажет. Поправки правильные.",1
@satanetta20 Что за красавчик на третьем фото?,1
@susuwuma ПОЧЕМУ 😭😭😭😭😭,0
"@dunbar_2019_ А я и не собиралась спать, я выспалась)",1
Сожрала пачку зефира и щас сдохну,0
Сидим короче..... Эти дурилки включили Винкс.... https://t.co/Cyy5XrIMOL,0
"Но, все те кто в меня не верил пойдут (тут матное слово, но я не матерюсь сами поняли куда)...",0
сижу в такси рядом ползает паук няшка,1
"@Bullgunnyah Ильдар эмоциальный шо аж пипец,прям кайф",1
"@AivvenValera Просто социальное расслоение в тусовке огромно, и иногда ощущается остро. При таком вот искреннем непонимании.",0
Бля ну все в ленте никого а я не хочу спать можт с кем то поболтать,0
Гача моя гача как же приятно смотреть на тебя https://t.co/V5twzaIEO0,1
@yutakyutaa @goldaedays Аааааааааааааа моя крошка😭😭😭😭,0
@taekookersha НЕ ОТРИЦАЮ ВРАЧ ДЖИН СЭКС,1
Зря потратила алмазики на Дино тупой ангел,0
@Oleg_Lark Мой любимый,1
@Stray_Kids МИНХО КЬКЩУОКЛАЖК,1
@byndblyat ООО БОЛЬШЕ 2Х ММ,1
Люблю эту булку всем сердцем 😭💔 https://t.co/bCSgeDmjSJ,1
"@blacknapalm78 И напевай!
Ебидуебидаебиде!",1
"Короче на выходных будет комикс
Ждите",1
вообще я бы засосал и своего старшего брата потому что пацанчик горяч просто,1
@Rus_Vened @VitViky Васин это минус один игрок можно считать,0
Студ совет общаги ❤️ https://t.co/YBMheeEjLk,1
@8Avgustina Я в городе!!!!,1
Время от времени хорошо сделать паузу в своем стремлении к счастью и просто быть счастливым. https://t.co/iXQZBDbmZn,1
@peggsflower все для тебя сис 💗,1
"Сняла лифак - вспомнила, как же охуенно дышать",1
@her_na_lnr @Next_Linch ну там не народ сидит-там лучшие люди народа и плевали они на любого гетьмана.,0
@frozimino смерть,0
нет серьезно откуда как нахуя это вот по тегу версуса..,0
@r4xmgN192kWOgjd Я Вас очень люблю!!!,1
У меня сейчас мозг взорвётся😩,0
Почему на всех панамки смотрятся норм. А я в них выгляжу как дачник огородник https://t.co/5RBPuqTCMl,0
"Я конечно не Техён, но ты тоже не Зендея",0
Щас сдохну от смеха,1
Ну да ладно конечно Бэкхен концепт плюшка аля твой секс символ у нас всегда в моде или что https://t.co/qudbOjjB0e,0
@gospodin_rileev если серая то да но я с салатовой постоянно катаюсь. бутырская,1
дуэт блин я в вфиге,0
я чувствую себя очень тупой сейчас,0
"Так ору, что даже повторяюсь в словах, ну да ладно, слишком смешно :""D",1
"Жаль на акул нет таких скидок(((
Ну них вообще нет скидок",0
"@kmoo_m ДЕЙСТВИТЕЛЬНО
если любовь, то только такая",1
"@No_0Name0_ Чел, читаю твои твиты и охуеваю
Батя конечно жжёт (в плохом смысле)",0
"Я знаю, что заслуживаю лучшего.
Но все равно. Не могу.",0
"моя мать наполнена злостью и ненавистью кажется ко всему.я знаю это,но почему я всегда плачу из-за нее?",0
"@RNomicon Ты своё фото то видел, умник? До тебя уже поправили. А фото не мое, а мужика, который пропутинских мудаков отхуесосил по тв",0
@adx_oll Доброе! У меня все мирненько. Сил тебе и вдохновения!,1
@sunidunidorii @imnotgoro БОЖЕ ВАУ,1
@GhostQueen4 СУКА В СМЫСЛЕ КОКОСОВЫЙ,0
@doodle_deboshir Такой прикольный 😙,1
@baby_gopa бедный брад,0
"@marvelitsmylive 💕❣️💕💘💕❣️💞❣️💕💘💕💘💕💞💝❣️💕💘💖

надела !!",1
@fuckingsupreme6 Истину глаголеш 👆,1
"@papintsvetochek Офигеть, будь осторожна буб🥺",1
"@mmeddo_ 🥺
Там вроде один акк  вообще перестал работать",0
Так прикольно https://t.co/Gs5MyxzAEN,1
"@jiminshi_ksu О даа, у нее просто божественный голос 😍",1
"@iamdarksido Мне нельзя играть в я никогда не, я буду проигрывать вечно",0
пиздец пиздануться,0
Надеяться на государство в условиях эпидемии опасно. Интервью RTVI - https://t.co/9dqTlVGFDb https://t.co/uQBoL2XrnI,0
В Казане собака поймала рыбу прямо на городском пляже ))😁 https://t.co/rqjnIt0gIU,1
@toinchs джоджо затягивает нас как черная дыра.,0
анестезия ушла загоны остались,0
СУКАВХАХХАХАХАХАХАХХП БЛЯТЯЛЯЬЯЛЬЯЛЯ ВЗВЫЛ https://t.co/XTrjbOl4Xg,1
@dioniss126 Задрали уже! По ходу опять у них рентген сдох.,0
"забери их                    а мне
они                                нахуя
ебанутые                      они https://t.co/zWsGlGSMA4",0
"@agadzhanov_arti кто что пишет...Но я думаю, что это специально умаляют роль медицинских масок, потому что не могут ими обеспечить.",0
@swihR3A8sFATl5F млить...!!!,0
Пойду посмотрю бога старшей школы,1
Всем короны за мой счёт https://t.co/BqBTte6Pyi,1
@Dark_Princess_w Я выезжаю за масочками 😅,1
Пиздец у меня прыщи вываливают перед месячными,0
Андрей Муковозчик: Люди с улицы предлагают быть объективными. Но сами не хотят https://t.co/oUryprRYWr,0
НИКОМУ НЕ НУЖНЫ 336 БАНОК ЕБАНОГО РЕДБУЛЛА МОСКВААААААААААА????????????????,0
@bluegaycat @OfficialMonstaX какая красота 😻😻😻😻,1
"узнала, что краш моей лп вчера вскрылся.

сежу.",0
@moybograven Ура ура! Классно выглядишь :з,1
@mssskatee Тьмокаю 💗🌸,1
@verysexydasha Харассмент это святое. Даже когда на толчок садишься тоже харассмент над женскими выделениями.,0
"@uccellokas А кто это был
Я не поняла",1
Газообразная русофобия!!! https://t.co/ICL4jOpVuE,0
@hystericallin они очень и очень милые😭💔,1
"@Li_Howon Можно и так и так использовать, если подсветка есть 😆",1
"@path3t1cromanc3 Хз, не слушала, но верю тебе)",1
"Вам грустно? 
Мне — да",0
@Sonya_nya__ гордись !!,1
"@V0lgar_s_V0lgi @kompolk Соси у своих красных, уёбище.",0
Приду домой поплачу,0
"у нее буквально такой же телефон, как у меня, и пока у меня с ним ноль проблем, у нее их ебаный вагон, КАК",0
"@dw_russian Ну, с четырьмя вертолётами теперь бояться нечего, Вильнюс может спать спокойно!",1
"Хочу прибить того человека,  который составляет расписание уроков 
ПОТОМУ ЧТО ХАРЕ БЛЯТЬ КАЖДЫЙ ЧАС МЕНЯТЬ УРОКИ https://t.co/0hQDuFjPxe",0
Кружки и секции #Красноярской железной дороги возобновили свою работу  https://t.co/YnvJ3sonUL https://t.co/Y31YcFtWrJ,1
"Поддержим Максима Шугалея: в Петербурге состоится турнир ММА в поддержку социолога

https://t.co/iVU6IrNL9z https://t.co/9kp0E0XpTt",1
@tvoi_mordor тебе еще эти 2 недели на 2 части разбили(,0
"@finanzru Последний путинский кризис.Если заговорили,то дефолт
будет точно.",0
@Barrowman17 главное чтобы не как в этом году✊✊а так август хотя бы полностью свободный,1
"Я учусь математика, Я люблю блендер, я есть занимается",1
@9an9sta9an9sta А расскажи чем Сверхи закончились пожалуйста?,1
@PJMPROMlSE нет мне жаль вас:(,0
"@Earnest_Hamish Ну, не знаю, я, вроде, видео пару работ по Родс/Атлас.
Будем честны, фд дохлый... Уже, кстати, давненько...",0
@i_smeh_i_greh_ Гддееееее? Когдааааа?,1
"@michaelnacke она меня забанила, даже боюсь представить за что 🤔😂😂😂",0
@nina_moore_meow УМОЛЯЮ Я ТОЖЕ ПРЕДСТАВИЛА ПЛССС ЭТО БЫЛО БЫ КЛАССНО,1
@Begenchii Фейкеры... Сам Боронов кричал что мест полно...,0
@itssanlee оу.. сочувствую(,0
"@GintokiLovesYou ТЫ СДЕЛАЛ ЧТО-

ГИНТОКИ ТЫ В БАНЕ",0
так все я хочу челку,1
@scipion34286933 @MaximFomin78 @garry__fil @SVaveri И арабы с евреями возьмутся за руки))),1
@deviantdet бля ты упускаешь все,0
@raspizdyulina Это чой та?,1
@sonechkashinobi Бань,0
я пью дешевое пиво потому что если жить то только красиво!!!,1
МОМОЧКА ТАКАЯ КРАСИВАЯ ЧУДЕСНАЯ 😭,1
Apple ProRAW – это бомба! Проверил в действии лучшую фишку камеры iPhone 12 Pro - https://t.co/q3qah8BS0x https://t.co/HlinwRygv7,1
@BOT_TA_BONNI Да. Какая. Разница. Геи. Они. Или. Натуралы. Господи. Всем. Насрать!,0
это то что заставило меня плакать :))) https://t.co/ZoH28HFaRg,0
Бляяяяяяятьь Я ЗАБЫЛ ВСТАВИТЬ РАСТЯЖКУУУ,0
@SMASHHHme Фигурка прикольная,1
"🍱не смотри на это, если голоден🥗 https://t.co/Vryv89n7DM",1
@jccwme конечно 😭😭😭 я просто не планировала столько тратить то это прям стори оф май лайф,0
"@yurvaga @YaKulakova У нас в Литве очень популярна косметика из Белоруси ,и качество и цена доступная",1
"мне даж пойти не к кому, потому что никому нахуй не сдалась 
ну как-то настроение стало еще хуевее",0
@iamialiahiaui афигеть вау да это же мечта,1
@_____kore_____ Мне тяжело,0
@RomkaWhite глубокой настройки там нет(,0
@senya_parovozov Уютненько,1
"@plushbik1 ну если тебя не будет, то я за тобой уйду",0
@MisterSlan Мощььь!,1
@elizabonr и я знаю что тв поймёшь какой я и уйдёшь так же как и все,0
"я, кажется, слышу как воет гарри ..",1
@marykrotova УДАЛИ СЕБЕ ИНТЕРНЕТ,0
@alkuurr лучшие. *🤡,1
@chernoudov Ты мудак?,0
вот это подарок на нг от бантан,1
Этот взгляд в самую душу 🥵🥵🥵 https://t.co/UB3nyc74TI,1
ну да ЛОГИЧНО КАК БЫ сука я не могу поверить что раньше не заметила этого https://t.co/zom2Wt4UU1,0
@tvoi_ramen_ чё они опять выкинули..,0
"Не могууу
Я просто накидала цвета на скетч и мне уже нравится😭 https://t.co/HrCTo5oLvS",1
"@GlummyKitten Тебе понадобится дохуя жизней, чтобы выполнить всё это...",0
Тем временем в Питере зеленеет трава. #питергородкурорт,1
"@ilyakosygin не революция а протесты в Белоруси
видимо это больше всего тронуло кукуху деду
по этому считаю это главным",0
@ja_jamong_ еще хуже,0
"я уже второй день срываюсь на маму,мне так жаль :((",0
@zerana_stay Красивааа,1
@rusemoschool Хочу гирю с Платоном! 😳,1
ХОЧУ КРИЧАТЬ О СВОЕЙ ЛЮБВИ К УРААЙ НА КАЖДОМ УГЛУ https://t.co/cQ68cxPmsF,1
@cain_fenrirs ЧИТАЙ ЭРХА ПРЕКРАСНА,1
@taygainfo Зачем я это прочитала ??((( это же чикатило,0
"@_Mono_twt Пиздец
Я думала ты из нас единственная болеть не будешь",0
@tjournal Всё-таки продался,0
"@stalker_taekook я люблю бтс
я люблю 7х замечательных парней
я люблю арми
я люблю❤️",1
Мне так нравится что у половины фэнов ФОБов Хэйли стоит на юпе ай мин согласен со всем и сразу,1
"друзья: ого, вы проделали классную работу, молодцы!
брат: https://t.co/lRfsyQRlJ8",1
"@tanil_uwu тэ, я жду любую твою работу 🥺",1
"132. Родственники у меня более менее норм, мне повезло",1
@Scarlett_1508 Кто блеванул азиаткой?,0
бабушка начала пользоваться ватсапом и теперь шлет мне вот такие внимание ТИКТОКИ https://t.co/h2q9ibsDpa,1
"@Avenrag Что... за хуйня.... он адекватный, нет?😂",0
"вауууу учеба стала еще веселее
я учусь с такими классными талантливыми людьми",1
"Кто рано встает, тот убирает дерьмо у кота из лотка",0
Пиковару вызывает у меня чувство необоснованной тревоги,0
Четвертая открыто игнорит меня,0
у меня просто истерика от смеха. Инструктор на удаленке нужен?  🤣🤣🤣https://t.co/FghEfpDr4T,1
ненавижу зиму,0
"@maxim_nm @Belsat_TV Это у Рамзана.
В Беларуси - на картоху отправляют... А после, вероятно, там же и закапывают...",0
@optimisster Остерегайся людей с именем Понтий Пилат. И не мой ни кому ноги. Хотя бы до тридцати четырёх.,0
"8:30 утра.
Я полностью посмотрел Мандолорца и два фильма ЗВ.
Через час на работу.

Я точно умру от остановки сердца.",0
"@doxodov Я и эту запись хлопну, понял?",0
@Angel_Bangchan Крашусь с котейкой на коленях😼,1
бутерброды с сыром кажется вернули меня к жизни как же я люблю сыр,1
@KYUNGSOOCATBOY вика ты разбиваешь мне сердце 💜💜💜💜😭,0
@okdaa @wifeyoonminn @Y_Yoon_ Но ты очень красиво и чувственно пишешь(,1
"@Shalimovalkr Херновый из него актер, хочу сказать",0
@soimasorceress УВУ ТЫ ТАК РАНО добрых снов нась!!!!,1
"Именно мелочи напоминают нам, что жизнь — это удовольствие.",1
"Вам не стыдно смотреть как я худею? (03:30,15.2,1600222640)",0
"@KatySpiridonov Провериться, были контакты 🤭",1
@kvitochka_pabo_ ССУ Я ПИЗДЕЦ,0
Мальчик из Питера только жди меня.. Жди меня :&gt;,1
"Спасибо, но я умираю морально",0
@ne_mamkai А у нас маньяки),0
Так мило ни кого не разносили :3 https://t.co/UYdgjLwz9j,1
"Сломала ноготь, во дерьмо",0
"@just_pancake Кушай кашу, расти большой и сильной",1
у Лёвы ава классная пиздец дрочу,1
"время идёт,а этот мужчина все никак не остынет🥵 https://t.co/hReYINyjfB",0
"как бы там ни было (а было тяжело) - спасибо за всё, 2019. https://t.co/AAffoIuizk",1
"@vurdinberg У меня там просто было ""нахуй иди""😅",0
"@8EGzKPc3Vqs39YO @dw_russian По понятиям парафинит всю зону, раз не опускают. Или мож ему кто то дал, а мусора забеспределили?",0
@whisky_is_love Оооооочень суровые взрослые 😂,1
понятно меня ненавидят,0
@boomhelb МЯЯ С ВОЗВРАЩЕНИЕМ😭😭🤲🖤💚,1
"@_nushoti У моей жены такой есть.

И да, это я",1
Ааааааа как это красиво 😭😭😭 https://t.co/vrkxDd3xJ5,1
Задержан подозреваемый в убийстве подростка сын петербургского судьи https://t.co/oVGVg6Rq3i,0
@shkolar92 Так я ж не парней с видео имел ввиду. Ты наверно не совсем понял этот твит),1
@Vityzeva Феменистка?Уверена в себе?Тогда сама и добивайся...Я так щитаю..,0
@suuisuu это определённо ВАУ,1
@AdaLivesInHell Ты тоже😍❤️,1
У меня болит живот и яхочу есть а жомой еще не скоро(,0
"Я очень удивлена этому наблюдению, но передо мной будто другой человек был, пиздец. Ребята, не юзайте фен",0
"@navalny Стыдно Миронову или нет? Думаю,нет.🤦‍♀️",0
"мне кажется, что я такая депрессивная бич

а поч кажется, тАк и ЕстЬ",0
"@KlafRaichel Боже😍
Прекрасно",1
@DarkLord_ru Ломанули смарт. Вымогали бабло. Он отказался платить. Слили в интернет. Все просто.,0
